codigo_municipio,municipio,grupo,variable,mes,Nro.,Nro. Afectados,Nro. Fallecidos,TOTAL
70101,SANTA CRUZ DE LA SIERRA,registro de eventos de notificacion inmediata,riada,2012-01-01,0.0,0.0,0.0,0.0
20701,APOLO,registro de eventos de notificacion inmediata,riada,2012-02-01,3.0,0.0,0.0,3.0
90203,FILADELFIA,registro de eventos de notificacion inmediata,riada,2012-02-01,1.0,0.0,0.0,1.0
21005,ICHOCA,registro de eventos de notificacion inmediata,riada,2012-02-01,4.0,87.0,0.0,91.0
10501,MONTEAGUDO,registro de eventos de notificacion inmediata,riada,2012-02-01,1.0,100.0,0.0,101.0
50801,TUPIZA,registro de eventos de notificacion inmediata,riada,2012-02-01,1.0,37.0,0.0,38.0
60303,VILLA MONTES,registro de eventos de notificacion inmediata,riada,2012-02-01,1.0,21.0,0.0,22.0
20701,APOLO,registro de eventos de notificacion inmediata,riada,2012-03-01,1.0,3.0,0.0,4.0
50601,COTAGAITA,registro de eventos de notificacion inmediata,riada,2012-03-01,1.0,20.0,0.0,21.0
10301,ZUDAÑEZ,registro de eventos de notificacion inmediata,riada,2012-10-01,1.0,0.0,0.0,1.0
90101,COBIJA,registro de eventos de notificacion inmediata,riada,2012-11-01,0.0,1.0,0.0,1.0
20606,TIPUANI,registro de eventos de notificacion inmediata,riada,2012-11-01,1.0,40.0,0.0,41.0
50204,CHUQUIHUTA AYLLU JUCUMANI,registro de eventos de notificacion inmediata,riada,2012-12-01,1.0,120.0,0.0,121.0
21601,GRAL. J.J. PEREZ (CHARAZANI),registro de eventos de notificacion inmediata,riada,2012-12-01,1.0,27.0,0.0,28.0
10304,ICLA,registro de eventos de notificacion inmediata,riada,2012-12-01,1.0,30.0,0.0,31.0
40903,CHIPAYA,registro de eventos de notificacion inmediata,riada,2013-01-01,5.0,729.0,0.0,734.0
60502,EL PUENTE(TJA),registro de eventos de notificacion inmediata,riada,2013-01-01,2.0,320.0,0.0,322.0
10405,EL VILLAR,registro de eventos de notificacion inmediata,riada,2013-01-01,29.0,28.0,0.0,57.0
10903,LAS CARRERAS,registro de eventos de notificacion inmediata,riada,2013-01-01,163.0,0.0,0.0,163.0
10402,TOMINA,registro de eventos de notificacion inmediata,riada,2013-01-01,1.0,3.0,0.0,4.0
60402,YUNCHARA,registro de eventos de notificacion inmediata,riada,2013-01-01,1.0,0.0,0.0,1.0
10404,ALCALA,registro de eventos de notificacion inmediata,riada,2013-02-01,1.0,1.0,1.0,3.0
40903,CHIPAYA,registro de eventos de notificacion inmediata,riada,2013-02-01,28.0,1020.0,0.0,1048.0
30903,TIQUIPAYA,registro de eventos de notificacion inmediata,riada,2013-02-01,1.0,0.0,0.0,1.0
31601,TIRAQUE (CBBA),registro de eventos de notificacion inmediata,riada,2013-08-01,1.0,50.0,0.0,51.0
10303,MOJOCOYA,registro de eventos de notificacion inmediata,riada,2013-11-01,1.0,117.0,0.0,118.0
21502,SAN BUENA VENTURA,registro de eventos de notificacion inmediata,riada,2013-11-01,1.0,2365.0,0.0,2366.0
50601,COTAGAITA,registro de eventos de notificacion inmediata,riada,2013-12-01,1.0,4.0,0.0,5.0
10701,CAMARGO,registro de eventos de notificacion inmediata,riada,2014-01-01,1.0,2659.0,0.0,2660.0
31206,ENTRE RIOS CBBA,registro de eventos de notificacion inmediata,riada,2014-01-01,1.0,10.0,0.0,11.0
20405,ESCOMA,registro de eventos de notificacion inmediata,riada,2014-01-01,1.0,2965.0,0.0,2966.0
21501,IXIAMAS,registro de eventos de notificacion inmediata,riada,2014-01-01,1.0,35.0,0.0,36.0
20101,LA PAZ,registro de eventos de notificacion inmediata,riada,2014-01-01,3.0,3.0,0.0,6.0
30203,OMEREQUE,registro de eventos de notificacion inmediata,riada,2014-01-01,1.0,1000.0,0.0,1001.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,riada,2014-01-01,6.0,692.0,0.0,698.0
71302,SAIPINA,registro de eventos de notificacion inmediata,riada,2014-01-01,1.0,1600.0,0.0,1601.0
31403,SAN BENITO,registro de eventos de notificacion inmediata,riada,2014-01-01,1.0,0.0,0.0,1.0
80302,SAN BORJA,registro de eventos de notificacion inmediata,riada,2014-01-01,4.0,40.0,1.0,45.0
21502,SAN BUENA VENTURA,registro de eventos de notificacion inmediata,riada,2014-01-01,1.0,2500.0,0.0,2501.0
10704,VILLA CHARCAS,registro de eventos de notificacion inmediata,riada,2014-01-01,2.0,1684.0,0.0,1686.0
51501,VILLAZON,registro de eventos de notificacion inmediata,riada,2014-01-01,5.0,46.0,0.0,51.0
22002,ALTO BENI,registro de eventos de notificacion inmediata,riada,2014-02-01,3.0,200.0,0.0,203.0
10201,AZURDUY,registro de eventos de notificacion inmediata,riada,2014-02-01,1.0,6.0,0.0,7.0
70703,CABEZAS,registro de eventos de notificacion inmediata,riada,2014-02-01,1.0,60.0,0.0,61.0
22001,CARANAVI,registro de eventos de notificacion inmediata,riada,2014-02-01,3.0,401.0,0.0,404.0
60302,CARAPARI,registro de eventos de notificacion inmediata,riada,2014-02-01,1.0,0.0,0.0,1.0
50601,COTAGAITA,registro de eventos de notificacion inmediata,riada,2014-02-01,1.0,40.0,0.0,41.0
10304,ICLA,registro de eventos de notificacion inmediata,riada,2014-02-01,1.0,1.0,1.0,3.0
21105,LA ASUNTA,registro de eventos de notificacion inmediata,riada,2014-02-01,2.0,30.0,0.0,32.0
21104,PALOS BLANCOS,registro de eventos de notificacion inmediata,riada,2014-02-01,5.0,206.0,0.0,211.0
31205,PUERTO VILLARROEL,registro de eventos de notificacion inmediata,riada,2014-02-01,2.0,0.0,0.0,2.0
80302,SAN BORJA,registro de eventos de notificacion inmediata,riada,2014-02-01,0.0,2142.0,0.0,2142.0
70403,YAPACANI,registro de eventos de notificacion inmediata,riada,2014-02-01,19.0,115.0,0.0,134.0
10301,ZUDAÑEZ,registro de eventos de notificacion inmediata,riada,2014-02-01,1.0,2.0,1.0,4.0
71301,COMARAPA,registro de eventos de notificacion inmediata,riada,2014-03-01,3.0,0.0,0.0,3.0
80202,GUAYARAMERIN,registro de eventos de notificacion inmediata,riada,2014-03-01,1.0,8.0,0.0,9.0
70103,PORONGO,registro de eventos de notificacion inmediata,riada,2014-03-01,1.0,30.0,0.0,31.0
10702,SAN LUCAS,registro de eventos de notificacion inmediata,riada,2014-03-01,1.0,80.0,0.0,81.0
31601,TIRAQUE (CBBA),registro de eventos de notificacion inmediata,riada,2014-03-01,1.0,0.0,0.0,1.0
70701,LAGUNILLAS,registro de eventos de notificacion inmediata,riada,2014-04-01,1.0,20.0,0.0,21.0
22001,CARANAVI,registro de eventos de notificacion inmediata,riada,2014-07-01,2.0,4.0,0.0,6.0
10702,SAN LUCAS,registro de eventos de notificacion inmediata,riada,2014-10-01,1.0,70.0,0.0,71.0
10901,CAMATAQUI (C. VILLA ABECIA),registro de eventos de notificacion inmediata,riada,2014-12-01,2.0,773.0,0.0,775.0
20606,TIPUANI,registro de eventos de notificacion inmediata,riada,2014-12-01,1.0,20.0,0.0,21.0
