codigo_municipio,municipio,grupo,variable,mes,total-H,total-M,TOTAL-H1,TOTAL-M1,TOTAL
21103,YANACACHI,violencia intrafamiliar,violencia contra el nino,2002-02-01,1,0,1,0,1
10901,CAMATAQUI (C. VILLA ABECIA),violencia intrafamiliar,violencia contra el nino,2002-03-01,4,0,4,0,4
60302,CARAPARI,violencia intrafamiliar,violencia contra el nino,2002-03-01,2,0,2,0,2
30801,CLIZA,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra el nino,2002-03-01,3,0,3,0,3
21402,CORIPATA,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
71002,GENERAL SAAVEDRA,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2002-03-01,9,0,9,0,9
51401,LLICA,violencia intrafamiliar,violencia contra el nino,2002-03-01,2,0,2,0,2
40602,PAZÑA,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
21201,PUCARANI,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
20604,QUIABAYA,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el nino,2002-03-01,5,0,5,0,5
80201,RIBERALTA,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
31001,SACABA,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
60101,TARIJA,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra el nino,2002-03-01,37,0,37,0,37
20801,VIACHA,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
60303,VILLA MONTES,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
10801,VILLA SERRANO,violencia intrafamiliar,violencia contra el nino,2002-03-01,1,0,1,0,1
70706,CAMIRI,violencia intrafamiliar,violencia contra el nino,2002-04-01,2,0,2,0,2
90101,COBIJA,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
31002,COLOMI,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
20804,DESAGUADERO,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
41101,EUCALIPTUS,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
40701,HUANUNI,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2002-04-01,6,0,6,0,6
31301,MIZQUE,violencia intrafamiliar,violencia contra el nino,2002-04-01,2,0,2,0,2
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
40602,PAZÑA,violencia intrafamiliar,violencia contra el nino,2002-04-01,2,0,2,0,2
50101,POTOSI,violencia intrafamiliar,violencia contra el nino,2002-04-01,2,0,2,0,2
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el nino,2002-04-01,14,0,14,0,14
31001,SACABA,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
10403,SOPACHUY,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
10402,TOMINA,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra el nino,2002-04-01,49,0,49,0,49
70201,WARNES,violencia intrafamiliar,violencia contra el nino,2002-04-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra el nino,2002-05-01,1,0,1,0,1
90101,COBIJA,violencia intrafamiliar,violencia contra el nino,2002-05-01,2,0,2,0,2
30101,COCHABAMBA,violencia intrafamiliar,violencia contra el nino,2002-05-01,5,0,5,0,5
31002,COLOMI,violencia intrafamiliar,violencia contra el nino,2002-05-01,1,0,1,0,1
21402,CORIPATA,violencia intrafamiliar,violencia contra el nino,2002-05-01,1,0,1,0,1
20804,DESAGUADERO,violencia intrafamiliar,violencia contra el nino,2002-05-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2002-05-01,11,0,11,0,11
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2002-05-01,10,0,10,0,10
50404,OCURI,violencia intrafamiliar,violencia contra el nino,2002-05-01,1,0,1,0,1
40602,PAZÑA,violencia intrafamiliar,violencia contra el nino,2002-05-01,2,0,2,0,2
50101,POTOSI,violencia intrafamiliar,violencia contra el nino,2002-05-01,1,0,1,0,1
71402,PUERTO QUIJARRO,violencia intrafamiliar,violencia contra el nino,2002-05-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el nino,2002-05-01,5,0,5,0,5
21301,SICA SICA (VILLA AROMA),violencia intrafamiliar,violencia contra el nino,2002-05-01,1,0,1,0,1
30602,TACOPAYA,violencia intrafamiliar,violencia contra el nino,2002-05-01,1,0,1,0,1
80101,TRINIDAD,violencia intrafamiliar,violencia contra el nino,2002-05-01,1,0,1,0,1
70801,VALLEGRANDE,violencia intrafamiliar,violencia contra el nino,2002-05-01,1,0,1,0,1
10201,AZURDUY,violencia intrafamiliar,violencia contra el nino,2002-06-01,3,0,3,0,3
22001,CARANAVI,violencia intrafamiliar,violencia contra el nino,2002-06-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2002-06-01,6,0,6,0,6
40701,HUANUNI,violencia intrafamiliar,violencia contra el nino,2002-06-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2002-06-01,6,0,6,0,6
40602,PAZÑA,violencia intrafamiliar,violencia contra el nino,2002-06-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra el nino,2002-06-01,1,0,1,0,1
20604,QUIABAYA,violencia intrafamiliar,violencia contra el nino,2002-06-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el nino,2002-06-01,10,0,10,0,10
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el nino,2002-06-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra el nino,2002-06-01,19,0,19,0,19
30904,VINTO,violencia intrafamiliar,violencia contra el nino,2002-06-01,1,0,1,0,1
20202,ANCORAIMES,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
50301,BETANZOS,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
21304,CALAMARCA,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2002-07-01,6,0,6,0,6
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2002-07-01,3,0,3,0,3
50203,LLALLAGUA,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
31301,MIZQUE,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
21104,PALOS BLANCOS,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra el nino,2002-07-01,3,0,3,0,3
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el nino,2002-07-01,12,0,12,0,12
80201,RIBERALTA,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
31001,SACABA,violencia intrafamiliar,violencia contra el nino,2002-07-01,3,0,3,0,3
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
10702,SAN LUCAS,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
70602,SANTA ROSA DEL SARA,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
41401,SANTIAGO DE HUARI,violencia intrafamiliar,violencia contra el nino,2002-07-01,2,0,2,0,2
30703,SICAYA,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra el nino,2002-07-01,2,0,2,0,2
50102,TINGUIPAYA,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
31601,TIRAQUE (CBBA),violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
50801,TUPIZA,violencia intrafamiliar,violencia contra el nino,2002-07-01,2,0,2,0,2
51201,UYUNI,violencia intrafamiliar,violencia contra el nino,2002-07-01,20,0,20,0,20
30502,VACAS,violencia intrafamiliar,violencia contra el nino,2002-07-01,1,0,1,0,1
20201,ACHACACHI,violencia intrafamiliar,violencia contra el nino,2002-08-01,1,0,1,0,1
30301,AYOPAYA (V. DE INDEPENDENCIA),violencia intrafamiliar,violencia contra el nino,2002-08-01,1,0,1,0,1
70707,BOYUIBE,violencia intrafamiliar,violencia contra el nino,2002-08-01,1,0,1,0,1
21304,CALAMARCA,violencia intrafamiliar,violencia contra el nino,2002-08-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra el nino,2002-08-01,1,0,1,0,1
40902,COIPASA,violencia intrafamiliar,violencia contra el nino,2002-08-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2002-08-01,9,0,9,0,9
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2002-08-01,9,0,9,0,9
50403,POCOATA,violencia intrafamiliar,violencia contra el nino,2002-08-01,3,0,3,0,3
70601,PORTACHUELO,violencia intrafamiliar,violencia contra el nino,2002-08-01,1,0,1,0,1
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra el nino,2002-08-01,3,0,3,0,3
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el nino,2002-08-01,4,0,4,0,4
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el nino,2002-08-01,1,0,1,0,1
20601,SORATA,violencia intrafamiliar,violencia contra el nino,2002-08-01,1,0,1,0,1
80101,TRINIDAD,violencia intrafamiliar,violencia contra el nino,2002-08-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra el nino,2002-08-01,14,0,14,0,14
20801,VIACHA,violencia intrafamiliar,violencia contra el nino,2002-08-01,2,0,2,0,2
30301,AYOPAYA (V. DE INDEPENDENCIA),violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra el nino,2002-09-01,2,0,2,0,2
71301,COMARAPA,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2002-09-01,12,0,12,0,12
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2002-09-01,10,0,10,0,10
20904,MALLA,violencia intrafamiliar,violencia contra el nino,2002-09-01,7,0,7,0,7
30302,MOROCHATA,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
40101,ORURO,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
31202,POJO (CBBA),violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el nino,2002-09-01,10,0,10,0,10
80602,SAN ANDRES,violencia intrafamiliar,violencia contra el nino,2002-09-01,2,0,2,0,2
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
41401,SANTIAGO DE HUARI,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
50102,TINGUIPAYA,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
50801,TUPIZA,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
20801,VIACHA,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
31302,VILA VILA,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
51501,VILLAZON,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
60301,YACUIBA,violencia intrafamiliar,violencia contra el nino,2002-09-01,1,0,1,0,1
20201,ACHACACHI,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
20701,APOLO,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
71501,ASCENCION DE GUARAYOS,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
80802,BAURES,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra el nino,2002-10-01,3,0,3,0,3
21401,COROICO,violencia intrafamiliar,violencia contra el nino,2002-10-01,2,0,2,0,2
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2002-10-01,8,0,8,0,8
60502,EL PUENTE(TJA),violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
10502,HUACARETA,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2002-10-01,21,0,21,0,21
50203,LLALLAGUA,violencia intrafamiliar,violencia contra el nino,2002-10-01,2,0,2,0,2
71003,MINEROS,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
40101,ORURO,violencia intrafamiliar,violencia contra el nino,2002-10-01,2,0,2,0,2
10401,PADILLA,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
70601,PORTACHUELO,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
20403,PUERTO CARABUCO,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
71401,PUERTO SUAREZ,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra el nino,2002-10-01,2,0,2,0,2
31401,PUNATA,violencia intrafamiliar,violencia contra el nino,2002-10-01,4,0,4,0,4
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el nino,2002-10-01,6,0,6,0,6
21002,QUIME,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
80501,SAN IGNACIO,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
20601,SORATA,violencia intrafamiliar,violencia contra el nino,2002-10-01,2,0,2,0,2
10101,SUCRE,violencia intrafamiliar,violencia contra el nino,2002-10-01,2,0,2,0,2
80101,TRINIDAD,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra el nino,2002-10-01,9,0,9,0,9
30904,VINTO,violencia intrafamiliar,violencia contra el nino,2002-10-01,1,0,1,0,1
20201,ACHACACHI,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
20501,CHUMA,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra el nino,2002-11-01,2,0,2,0,2
20605,COMBAYA,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra el nino,2002-11-01,2,0,2,0,2
50601,COTAGAITA,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
20602,GUANAY,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
10502,HUACARETA,violencia intrafamiliar,violencia contra el nino,2002-11-01,2,0,2,0,2
40701,HUANUNI,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
70104,LA GUARDIA,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2002-11-01,8,0,8,0,8
21202,LAJA,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
50203,LLALLAGUA,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
11003,MACHARETI,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
71003,MINEROS,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
10303,MOJOCOYA,violencia intrafamiliar,violencia contra el nino,2002-11-01,2,0,2,0,2
71001,MONTERO,violencia intrafamiliar,violencia contra el nino,2002-11-01,2,0,2,0,2
70502,PAILON,violencia intrafamiliar,violencia contra el nino,2002-11-01,3,0,3,0,3
70902,PAMPA GRANDE,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
40602,PAZÑA,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el nino,2002-11-01,5,0,5,0,5
80201,RIBERALTA,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el nino,2002-11-01,2,0,2,0,2
71104,SAN JULIAN,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
70101,SANTA CRUZ DE LA SIERRA,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
31601,TIRAQUE (CBBA),violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
10402,TOMINA,violencia intrafamiliar,violencia contra el nino,2002-11-01,3,0,3,0,3
51201,UYUNI,violencia intrafamiliar,violencia contra el nino,2002-11-01,6,0,6,0,6
20801,VIACHA,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra el nino,2002-11-01,2,0,2,0,2
51501,VILLAZON,violencia intrafamiliar,violencia contra el nino,2002-11-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
30801,CLIZA,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
21701,COPACABANA,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2002-12-01,3,0,3,0,3
10304,ICLA,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
31301,MIZQUE,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
90501,NUEVO MANOA (NUEVA ESPERANZA),violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
31203,POCONA,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
10103,POROMA,violencia intrafamiliar,violencia contra el nino,2002-12-01,3,0,3,0,3
20401,PUERTO ACOSTA,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
30901,QUILLACOLLO,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
31001,SACABA,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
60501,SAN LORENZO(TJA),violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
31601,TIRAQUE (CBBA),violencia intrafamiliar,violencia contra el nino,2002-12-01,2,0,2,0,2
70801,VALLEGRANDE,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
51501,VILLAZON,violencia intrafamiliar,violencia contra el nino,2002-12-01,2,0,2,0,2
50602,VITICHI,violencia intrafamiliar,violencia contra el nino,2002-12-01,1,0,1,0,1
70706,CAMIRI,violencia intrafamiliar,violencia contra el nino,2003-01-01,4,0,4,0,4
40201,CHALLAPATA,violencia intrafamiliar,violencia contra el nino,2003-01-01,1,0,1,0,1
30101,COCHABAMBA,violencia intrafamiliar,violencia contra el nino,2003-01-01,1,0,1,0,1
21401,COROICO,violencia intrafamiliar,violencia contra el nino,2003-01-01,3,0,3,0,3
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2003-01-01,4,0,4,0,4
20602,GUANAY,violencia intrafamiliar,violencia contra el nino,2003-01-01,2,0,2,0,2
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2003-01-01,8,0,8,0,8
50203,LLALLAGUA,violencia intrafamiliar,violencia contra el nino,2003-01-01,3,0,3,0,3
71003,MINEROS,violencia intrafamiliar,violencia contra el nino,2003-01-01,2,0,2,0,2
10501,MONTEAGUDO,violencia intrafamiliar,violencia contra el nino,2003-01-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra el nino,2003-01-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra el nino,2003-01-01,2,0,2,0,2
70901,SAMAIPATA,violencia intrafamiliar,violencia contra el nino,2003-01-01,1,0,1,0,1
80302,SAN BORJA,violencia intrafamiliar,violencia contra el nino,2003-01-01,1,0,1,0,1
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el nino,2003-01-01,4,0,4,0,4
70302,SAN MIGUEL DE VELASCO,violencia intrafamiliar,violencia contra el nino,2003-01-01,1,0,1,0,1
30903,TIQUIPAYA,violencia intrafamiliar,violencia contra el nino,2003-01-01,8,0,8,0,8
50801,TUPIZA,violencia intrafamiliar,violencia contra el nino,2003-01-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra el nino,2003-01-01,4,0,4,0,4
60303,VILLA MONTES,violencia intrafamiliar,violencia contra el nino,2003-01-01,2,0,2,0,2
60301,YACUIBA,violencia intrafamiliar,violencia contra el nino,2003-01-01,1,0,1,0,1
20201,ACHACACHI,violencia intrafamiliar,violencia contra el nino,2003-02-01,2,0,2,0,2
20202,ANCORAIMES,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
60202,BERMEJO,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
31204,CHIMORE,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
21402,CORIPATA,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
21401,COROICO,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2003-02-01,3,0,3,0,3
21102,IRUPANA (VILLA DE LANZA),violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2003-02-01,7,0,7,0,7
50203,LLALLAGUA,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
21305,PATACAMAYA,violencia intrafamiliar,violencia contra el nino,2003-02-01,2,0,2,0,2
31205,PUERTO VILLARROEL,violencia intrafamiliar,violencia contra el nino,2003-02-01,2,0,2,0,2
70301,SAN IGNACIO DE VELASCO,violencia intrafamiliar,violencia contra el nino,2003-02-01,3,0,3,0,3
10101,SUCRE,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
30903,TIQUIPAYA,violencia intrafamiliar,violencia contra el nino,2003-02-01,3,0,3,0,3
30802,TOCO,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra el nino,2003-02-01,5,0,5,0,5
60303,VILLA MONTES,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
51501,VILLAZON,violencia intrafamiliar,violencia contra el nino,2003-02-01,1,0,1,0,1
70403,YAPACANI,violencia intrafamiliar,violencia contra el nino,2003-02-01,3,0,3,0,3
20202,ANCORAIMES,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
71501,ASCENCION DE GUARAYOS,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
21203,BATALLAS,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
10701,CAMARGO,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
22001,CARANAVI,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
70702,CHARAGUA,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
20804,DESAGUADERO,violencia intrafamiliar,violencia contra el nino,2003-03-01,3,0,3,0,3
20105,EL ALTO,violencia intrafamiliar,violencia contra el nino,2003-03-01,3,0,3,0,3
20101,LA PAZ,violencia intrafamiliar,violencia contra el nino,2003-03-01,11,0,11,0,11
11003,MACHARETI,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
71001,MONTERO,violencia intrafamiliar,violencia contra el nino,2003-03-01,4,0,4,0,4
40101,ORURO,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
40602,PAZÑA,violencia intrafamiliar,violencia contra el nino,2003-03-01,4,0,4,0,4
31202,POJO (CBBA),violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
50101,POTOSI,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
20403,PUERTO CARABUCO,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
80602,SAN ANDRES,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
90302,SAN LORENZO(PND),violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
50501,SAN PEDRO DE BUENA VISTA,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
10101,SUCRE,violencia intrafamiliar,violencia contra el nino,2003-03-01,3,0,3,0,3
60101,TARIJA,violencia intrafamiliar,violencia contra el nino,2003-03-01,2,0,2,0,2
10202,TARVITA,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
51201,UYUNI,violencia intrafamiliar,violencia contra el nino,2003-03-01,5,0,5,0,5
60303,VILLA MONTES,violencia intrafamiliar,violencia contra el nino,2003-03-01,2,0,2,0,2
31003,VILLA TUNARI,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
30904,VINTO,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
10102,YOTALA,violencia intrafamiliar,violencia contra el nino,2003-03-01,1,0,1,0,1
71501,ASCENCION DE GUARAYOS,violencia intrafamiliar,violencia contra el nino,2003-04-01,1,0,1,0,1
20502,AYATA,violencia intrafamiliar,violencia contra el nino,2003-04-01,1,0,1,0,1
31204,CHIMORE,violencia intrafamiliar,violencia contra el nino,2003-04-01,1,0,1,0,1
30801,CLIZA,violencia intrafamiliar,violencia contra el nino,2003-04-01,1,0,1,0,1
